  SYNC    include/config/auto.conf.cmd
  AR      drivers/leds/trigger/built-in.a
  AR      drivers/leds/blink/built-in.a
  CC      drivers/leds/led-core.o
  CC      drivers/cpufreq/cpufreq-dt-platdev.o
  CC      drivers/firmware/arm_scmi/driver.o
  CC      drivers/mmc/core/sdio.o
  CC      drivers/mmc/core/sdio_ops.o
  CC      drivers/cpufreq/imx-cpufreq-dt.o
  AR      drivers/media/platform/amphion/built-in.a
  AR      drivers/media/platform/built-in.a
  AR      drivers/media/built-in.a
  AR      drivers/crypto/hisilicon/built-in.a
  AR      drivers/crypto/keembay/built-in.a
  CC      drivers/mmc/core/sdio_bus.o
  AR      drivers/crypto/built-in.a
  CC      drivers/clocksource/timer-of.o
  CC      drivers/mmc/core/sdio_cis.o
  CC      drivers/leds/led-class.o
  CC      drivers/mmc/core/sdio_io.o
  CC      drivers/clocksource/timer-probe.o
  CC      drivers/cpufreq/scmi-cpufreq.o
  CC      drivers/mmc/core/sdio_irq.o
  CC      drivers/firmware/arm_scmi/notify.o
  CC      drivers/mmc/core/slot-gpio.o
  CC      drivers/clocksource/mmio.o
  CC      drivers/cpufreq/scpi-cpufreq.o
  CC      drivers/leds/led-triggers.o
  CC      drivers/mmc/core/regulator.o
  CC      drivers/clocksource/arm_arch_timer.o
  AR      drivers/cpufreq/built-in.a
  CC      drivers/leds/leds-gpio.o
  CC      drivers/mmc/core/pwrseq.o
  CC      drivers/mmc/core/debugfs.o
  CC      drivers/firmware/arm_scmi/base.o
  CC      drivers/mmc/core/pwrseq_simple.o
  CC      drivers/leds/leds-pwm.o
  CC      drivers/leds/leds-syscon.o
  CC      drivers/firmware/arm_scmi/clock.o
  CC      drivers/mmc/core/pwrseq_emmc.o
  CC      drivers/hid/usbhid/hid-core.o
  AR      drivers/leds/built-in.a
  CC      drivers/mmc/core/block.o
  CC      drivers/hid/hid-core.o
  CC      drivers/mmc/core/queue.o
  CC      drivers/hid/hid-input.o
  CC      drivers/clocksource/dummy_timer.o
  CC      drivers/firmware/arm_scmi/perf.o
  CC      drivers/firmware/arm_scmi/power.o
  CC      drivers/clocksource/timer-imx-tpm.o
  CC      drivers/clocksource/timer-imx-sysctr.o
  CC      drivers/firmware/arm_scmi/reset.o
  CC      drivers/firmware/arm_scmi/sensors.o
  CC      drivers/firmware/arm_scmi/system.o
  AR      drivers/clocksource/built-in.a
  CC      drivers/of/base.o
  CC      drivers/firmware/arm_scmi/voltage.o
  CC      drivers/firmware/arm_scmi/shmem.o
  CC      drivers/hid/usbhid/hiddev.o
  CC      drivers/firmware/arm_scmi/mailbox.o
  AR      drivers/mmc/core/built-in.a
  CC      drivers/mmc/host/mmci.o
  AR      drivers/staging/media/imx/hdmirx/built-in.a
  CC      drivers/staging/media/imx/imx8-mipi-csi2.o
  CC      drivers/staging/media/imx/imx8-mipi-csi2-sam.o
  CC      drivers/mmc/host/mmci_stm32_sdmmc.o
  CC      drivers/firmware/arm_scmi/smc.o
  CC      drivers/hid/hid-quirks.o
  CC      drivers/mmc/host/sdhci.o
  CC      drivers/firmware/arm_scmi/scmi_pm_domain.o
  CC      drivers/of/device.o
  AR      drivers/hid/usbhid/built-in.a
  CC      drivers/hid/hid-debug.o
  CC      drivers/of/platform.o
  CC      drivers/hid/hid-generic.o
  CC      drivers/staging/media/imx/dwc-mipi-csi2.o
  CC      drivers/mmc/host/sdhci-acpi.o
  AR      drivers/firmware/arm_scmi/built-in.a
  AR      drivers/firmware/broadcom/built-in.a
  AR      drivers/firmware/meson/built-in.a
  CC      drivers/firmware/efi/libstub/efi-stub-helper.o
  CC      drivers/firmware/efi/efi.o
  CC      drivers/of/property.o
  CC      drivers/firmware/efi/libstub/gop.o
  CC      drivers/hid/hid-a4tech.o
  CC      drivers/mmc/host/sdhci_f_sdh30.o
  CC      drivers/of/kobj.o
  CC      drivers/staging/media/imx/imx8-isi-core.o
  CC      drivers/hid/hid-apple.o
  CC      drivers/firmware/efi/libstub/secureboot.o
  CC      drivers/of/fdt.o
  CC      drivers/mmc/host/sdhci_am654.o
  CC      drivers/firmware/efi/vars.o
  CC      drivers/hid/hid-belkin.o
  CC      drivers/of/fdt_address.o
  CC      drivers/firmware/efi/libstub/tpm.o
  CC      drivers/staging/media/imx/imx8-isi-fmt.o
  CC      drivers/mmc/host/mtk-sd.o
  CC      drivers/hid/hid-cherry.o
  CC      drivers/of/address.o
  CC      drivers/firmware/efi/libstub/file.o
  CC      drivers/hid/hid-chicony.o
  CC      drivers/hid/hid-cypress.o
  CC      drivers/firmware/efi/reboot.o
  CC      drivers/of/irq.o
  CC      drivers/staging/media/imx/imx8-isi-cap.o
  CC      drivers/firmware/efi/libstub/mem.o
  CC      drivers/hid/hid-ezkey.o
  CC      drivers/firmware/efi/memattr.o
  CC      drivers/hid/hid-ite.o
  CC      drivers/hid/hid-kensington.o
  CC      drivers/firmware/efi/libstub/random.o
  CC      drivers/of/of_reserved_mem.o
  CC      drivers/firmware/efi/tpm.o
  CC      drivers/hid/hid-lg.o
  CC      drivers/mmc/host/mmc_spi.o
  CC      drivers/of/of_numa.o
  CC      drivers/of/kexec.o
  CC      drivers/firmware/efi/libstub/randomalloc.o
  CC      drivers/firmware/efi/libstub/pci.o
  CC      drivers/staging/media/imx/imx8-isi-m2m.o
  AR      drivers/of/built-in.a
  CC      drivers/platform/chrome/cros_ec.o
  CC      drivers/firmware/efi/memmap.o
  CC      drivers/hid/hid-lg-g15.o
  CC      drivers/firmware/efi/capsule.o
  CC      drivers/firmware/efi/libstub/skip_spaces.o
  CC      drivers/firmware/efi/libstub/lib-cmdline.o
  CC      drivers/mmc/host/of_mmc_spi.o
  CC      drivers/staging/media/imx/imx8-isi-hw.o
  CC      drivers/firmware/efi/libstub/lib-ctype.o
  CC      drivers/firmware/efi/libstub/alignedmem.o
  CC      drivers/firmware/efi/fdtparams.o
  CC      drivers/hid/hid-microsoft.o
  CC      drivers/firmware/efi/libstub/relocate.o
  CC      drivers/firmware/efi/esrt.o
  CC      drivers/firmware/efi/efi-pstore.o
  CC      drivers/platform/chrome/cros_ec_i2c.o
  CC      drivers/mmc/host/dw_mmc.o
  CC      drivers/hid/hid-monterey.o
  CC      drivers/firmware/efi/libstub/vsprintf.o
  CC      drivers/firmware/efi/cper.o
  CC      drivers/firmware/efi/runtime-wrappers.o
  CC      drivers/firmware/efi/libstub/efi-stub.o
  CC      drivers/staging/media/imx/gmsl-max9286.o
  CC      drivers/platform/chrome/cros_ec_spi.o
  CC      drivers/hid/hid-redragon.o
  CC      drivers/staging/media/imx/imx8-parallel-csi.o
  CC      drivers/firmware/efi/libstub/fdt.o
  AR      drivers/hid/built-in.a
  CC      drivers/mailbox/mailbox.o
  CC      drivers/firmware/efi/sysfb_efi.o
  CC      drivers/platform/chrome/cros_ec_typec.o
  CC      drivers/platform/chrome/cros_ec_proto.o
  CC      drivers/firmware/efi/efi-init.o
  CC      drivers/firmware/efi/libstub/string.o
  AR      drivers/staging/media/imx/built-in.a
  AR      drivers/staging/media/built-in.a
  AR      drivers/staging/iio/accel/built-in.a
  AR      drivers/staging/iio/adc/built-in.a
  AR      drivers/staging/iio/addac/built-in.a
  AR      drivers/staging/iio/cdc/built-in.a
  AR      drivers/staging/iio/frequency/built-in.a
  AR      drivers/staging/iio/impedance-analyzer/built-in.a
  AR      drivers/staging/iio/meter/built-in.a
  AR      drivers/staging/iio/resolver/built-in.a
  AR      drivers/staging/iio/built-in.a
  CC      drivers/firmware/efi/libstub/lib-fdt_rw.o
  CC      drivers/staging/fsl_ppfe/pfe_mod.o
  CC      drivers/mailbox/arm_mhu.o
  CC      drivers/firmware/efi/libstub/lib-fdt_ro.o
  CC      drivers/firmware/efi/arm-runtime.o
  CC      drivers/mailbox/arm_mhu_db.o
  CC      drivers/firmware/efi/libstub/lib-fdt_wip.o
  AR      drivers/platform/surface/built-in.a
  CC      drivers/mmc/host/dw_mmc-pltfm.o
  CC      drivers/mmc/host/dw_mmc-exynos.o
  CC      drivers/firmware/efi/libstub/lib-fdt.o
  CC      drivers/staging/fsl_ppfe/pfe_hw.o
  CC      drivers/platform/chrome/cros_ec_trace.o
  CC      drivers/firmware/efi/libstub/lib-fdt_empty_tree.o
  CC      drivers/mailbox/imx-mailbox.o
  CC      drivers/firmware/efi/libstub/lib-fdt_sw.o
  CC      drivers/firmware/efi/capsule-loader.o
  CC      drivers/firmware/efi/libstub/arm64-stub.o
  CC      drivers/platform/chrome/cros_ec_lightbar.o
  STUBCPY drivers/firmware/efi/libstub/alignedmem.stub.o
  CC      drivers/mailbox/platform_mhu.o
  CC      drivers/mmc/host/dw_mmc-hi3798cv200.o
  CC      drivers/staging/fsl_ppfe/pfe_firmware.o
  CC      drivers/firmware/efi/earlycon.o
  STUBCPY drivers/firmware/efi/libstub/efi-stub-helper.stub.o
  STUBCPY drivers/firmware/efi/libstub/efi-stub.stub.o
  STUBCPY drivers/firmware/efi/libstub/fdt.stub.o
  CC      drivers/mmc/host/dw_mmc-k3.o
  STUBCPY drivers/firmware/efi/libstub/file.stub.o
  STUBCPY drivers/firmware/efi/libstub/gop.stub.o
  CC      drivers/mailbox/pcc.o
  STUBCPY drivers/firmware/efi/libstub/lib-cmdline.stub.o
  STUBCPY drivers/firmware/efi/libstub/lib-ctype.stub.o
  STUBCPY drivers/firmware/efi/libstub/lib-fdt.stub.o
  STUBCPY drivers/firmware/efi/libstub/lib-fdt_empty_tree.stub.o
  CC      drivers/platform/chrome/cros_ec_vbc.o
  STUBCPY drivers/firmware/efi/libstub/lib-fdt_ro.stub.o
  STUBCPY drivers/firmware/efi/libstub/lib-fdt_rw.stub.o
  STUBCPY drivers/firmware/efi/libstub/lib-fdt_sw.stub.o
  STUBCPY drivers/firmware/efi/libstub/lib-fdt_wip.stub.o
  STUBCPY drivers/firmware/efi/libstub/mem.stub.o
  STUBCPY drivers/firmware/efi/libstub/pci.stub.o
  STUBCPY drivers/firmware/efi/libstub/random.stub.o
  STUBCPY drivers/firmware/efi/libstub/randomalloc.stub.o
  STUBCPY drivers/firmware/efi/libstub/relocate.stub.o
  STUBCPY drivers/firmware/efi/libstub/secureboot.stub.o
  STUBCPY drivers/firmware/efi/libstub/skip_spaces.stub.o
  STUBCPY drivers/firmware/efi/libstub/string.stub.o
  STUBCPY drivers/firmware/efi/libstub/tpm.stub.o
  STUBCPY drivers/firmware/efi/libstub/vsprintf.stub.o
  STUBCPY drivers/firmware/efi/libstub/arm64-stub.stub.o
  AR      drivers/firmware/efi/libstub/lib.a
  CC      drivers/firmware/efi/cper-arm.o
  CC      drivers/platform/chrome/cros_ec_debugfs.o
  CC      drivers/mmc/host/sdhci-pltfm.o
  CC      drivers/mmc/host/sdhci-cadence.o
  CC      drivers/platform/chrome/cros_ec_sensorhub.o
  CC      drivers/staging/fsl_ppfe/pfe_ctrl.o
  CC      drivers/mmc/host/sdhci-esdhc-imx.o
  AR      drivers/firmware/efi/built-in.a
  CC      drivers/firmware/imx/imx-dsp.o
  CC      drivers/firmware/imx/imx-scu.o
  CC      drivers/platform/chrome/cros_ec_sensorhub_ring.o
  AR      drivers/mailbox/built-in.a
  CC      drivers/hwspinlock/hwspinlock_core.o
  CC      drivers/mmc/host/sdhci-of-arasan.o
  CC      drivers/staging/fsl_ppfe/pfe_hif.o
  CC      drivers/remoteproc/remoteproc_core.o
  CC      drivers/firmware/imx/misc.o
  CC      drivers/firmware/imx/imx-scu-irq.o
  CC      drivers/mmc/host/sdhci-of-esdhc.o
  AR      drivers/hwspinlock/built-in.a
  CC      drivers/firmware/imx/rm.o
  CC      drivers/platform/chrome/cros_ec_sysfs.o
  CC      drivers/mmc/host/cqhci-core.o
  CC      drivers/firmware/imx/imx-scu-soc.o
  CC      drivers/staging/fsl_ppfe/pfe_hif_lib.o
  CC      drivers/platform/chrome/cros_usbpd_notify.o
  CC      drivers/firmware/imx/seco.o
  CC      drivers/firmware/imx/scu-pd.o
  CC      drivers/firmware/imx/seco_mu.o
  CC      drivers/mmc/host/sdhci-xenon.o
  CC      drivers/remoteproc/remoteproc_coredump.o
  CC      drivers/staging/fsl_ppfe/pfe_eth.o
  CC      drivers/staging/fsl_ppfe/pfe_sysfs.o
  CC      drivers/staging/fsl_ppfe/pfe_debugfs.o
  AR      drivers/platform/chrome/built-in.a
  AR      drivers/platform/built-in.a
  CC      drivers/rpmsg/rpmsg_core.o
  CC      drivers/mmc/host/sdhci-xenon-phy.o
  AR      drivers/firmware/imx/built-in.a
  CC      drivers/firmware/psci/psci.o
  CC      drivers/remoteproc/remoteproc_debugfs.o
  CC      drivers/staging/fsl_ppfe/pfe_ls1012a_platform.o
  CC      drivers/staging/fsl_ppfe/pfe_hal.o
  CC      drivers/remoteproc/remoteproc_sysfs.o
  CC      drivers/remoteproc/remoteproc_virtio.o
  AR      drivers/mmc/host/built-in.a
  AR      drivers/mmc/built-in.a
  CC      drivers/devfreq/devfreq.o
  CC      drivers/rpmsg/rpmsg_ns.o
  AR      drivers/firmware/psci/built-in.a
  CC      drivers/firmware/smccc/smccc.o
  CC      drivers/devfreq/governor_simpleondemand.o
  CC      drivers/remoteproc/remoteproc_elf_loader.o
  CC      drivers/staging/fsl_ppfe/pfe_cdev.o
  CC      drivers/remoteproc/imx_rproc.o
  CC      drivers/firmware/smccc/kvm_guest.o
  CC      drivers/firmware/smccc/soc_id.o
  CC      drivers/rpmsg/qcom_glink_native.o
  CC      drivers/rpmsg/qcom_glink_ssr.o
  CC      drivers/rpmsg/qcom_glink_rpm.o
  CC      drivers/rpmsg/virtio_rpmsg_bus.o
  AR      drivers/firmware/smccc/built-in.a
  AR      drivers/staging/fsl_ppfe/built-in.a
  AR      drivers/firmware/tegra/built-in.a
  CC      drivers/staging/ethosu/ethosu_driver.o
  AR      drivers/firmware/xilinx/built-in.a
  CC      drivers/firmware/arm_scpi.o
  AR      drivers/devfreq/built-in.a
  CC      drivers/staging/ethosu/ethosu_buffer.o
  AR      drivers/remoteproc/built-in.a
  CC      drivers/extcon/extcon.o
  CC      drivers/rpmsg/imx_rpmsg.o
  CC      drivers/extcon/devres.o
  CC      drivers/staging/ethosu/ethosu_device.o
  CC      drivers/staging/ethosu/ethosu_inference.o
  CC      drivers/staging/ethosu/ethosu_rpmsg.o
  CC      drivers/firmware/scpi_pm_domain.o
  AR      drivers/rpmsg/built-in.a
  AR      drivers/memory/built-in.a
  AR      drivers/iio/accel/built-in.a
  CC      drivers/iio/adc/imx8qxp_adc.o
  CC      drivers/iio/adc/imx93_adc.o
  AR      drivers/iio/afe/built-in.a
  CC      drivers/staging/ethosu/ethosu_network.o
  CC      drivers/firmware/dmi_scan.o
  AR      drivers/iio/amplifiers/built-in.a
  CC      drivers/iio/buffer/industrialio-triggered-buffer.o
  CC      drivers/iio/buffer/kfifo_buf.o
  CC      drivers/firmware/dmi-id.o
  CC      drivers/extcon/extcon-gpio.o
  AR      drivers/staging/ethosu/built-in.a
  AR      drivers/staging/built-in.a
  CC      drivers/perf/hisilicon/hisi_uncore_pmu.o
  CC      drivers/iio/adc/ti-ads1015.o
  CC      drivers/perf/hisilicon/hisi_uncore_l3c_pmu.o
  CC      drivers/extcon/extcon-usb-gpio.o
  CC      drivers/extcon/extcon-usbc-cros-ec.o
  CC      drivers/firmware/sysfb.o
  AR      drivers/iio/buffer/built-in.a
  AR      drivers/iio/cdc/built-in.a
  AR      drivers/iio/chemical/built-in.a
  AR      drivers/iio/common/cros_ec_sensors/built-in.a
  AR      drivers/iio/common/hid-sensors/built-in.a
  AR      drivers/iio/common/ms_sensors/built-in.a
  AR      drivers/iio/common/scmi_sensors/built-in.a
  AR      drivers/iio/common/ssp_sensors/built-in.a
  AR      drivers/iio/common/st_sensors/built-in.a
  AR      drivers/iio/common/built-in.a
  AR      drivers/iio/dac/built-in.a
  AR      drivers/iio/dummy/built-in.a
  CC      drivers/iio/gyro/fxas21002c_core.o
  AR      drivers/extcon/built-in.a
  AR      drivers/iio/frequency/built-in.a
  CC      drivers/ras/ras.o
  CC      drivers/hwtracing/coresight/coresight-core.o
  CC      drivers/hwtracing/coresight/coresight-etm-perf.o
  CC      drivers/perf/hisilicon/hisi_uncore_hha_pmu.o
  AR      drivers/iio/adc/built-in.a
  AR      drivers/iio/health/built-in.a
  CC      drivers/perf/hisilicon/hisi_uncore_ddrc_pmu.o
  CC      drivers/perf/hisilicon/hisi_uncore_sllc_pmu.o
  CC      drivers/ras/debugfs.o
  CC      drivers/perf/hisilicon/hisi_uncore_pa_pmu.o
  AR      drivers/firmware/built-in.a
  AR      drivers/hwtracing/intel_th/built-in.a
  CC      drivers/nvmem/core.o
  CC      drivers/nvmem/imx-ocotp.o
  CC      drivers/nvmem/imx-ocotp-scu.o
  AR      drivers/ras/built-in.a
  CC      drivers/fpga/fpga-mgr.o
  CC      drivers/iio/gyro/fxas21002c_i2c.o
  CC      drivers/iio/gyro/fxas21002c_spi.o
  AR      drivers/perf/hisilicon/built-in.a
  CC      drivers/perf/arm_pmu.o
  CC      drivers/perf/arm_pmu_platform.o
  CC      drivers/hwtracing/coresight/coresight-platform.o
  CC      drivers/hwtracing/coresight/coresight-sysfs.o
  CC      drivers/hwtracing/coresight/coresight-syscfg.o
  AR      drivers/iio/gyro/built-in.a
  AR      drivers/iio/humidity/built-in.a
  AR      drivers/iio/imu/bmi160/built-in.a
  AR      drivers/iio/imu/inv_icm42600/built-in.a
  AR      drivers/iio/imu/inv_mpu6050/built-in.a
  CC      drivers/iio/imu/st_lsm6dsx/st_lsm6dsx_core.o
  CC      drivers/perf/arm_pmu_acpi.o
  AR      drivers/nvmem/built-in.a
  CC      drivers/tee/optee/core.o
  AR      drivers/fpga/built-in.a
  CC      drivers/iio/imu/st_lsm6dsx/st_lsm6dsx_buffer.o
  CC      drivers/perf/fsl_imx8_ddr_perf.o
  CC      drivers/perf/fsl_imx9_ddr_perf.o
  CC      drivers/hwtracing/coresight/coresight-config.o
  CC      drivers/tee/optee/call.o
  CC      drivers/iio/imu/st_lsm6dsx/st_lsm6dsx_shub.o
  CC      drivers/hwtracing/coresight/coresight-cfg-preload.o
  CC      drivers/iio/imu/st_lsm6dsx/st_lsm6dsx_i2c.o
  CC      drivers/iio/imu/st_lsm6dsx/st_lsm6dsx_spi.o
  AR      drivers/perf/built-in.a
  CC      drivers/mux/core.o
  CC      drivers/hwtracing/coresight/coresight-cfg-afdo.o
  CC      drivers/iio/imu/st_lsm6dsx/st_lsm6dsx_i3c.o
  CC      drivers/hwtracing/coresight/coresight-syscfg-configfs.o
  CC      drivers/tee/optee/rpc.o
  CC      drivers/tee/optee/supp.o
  CC      drivers/tee/optee/shm_pool.o
  CC      drivers/tee/optee/device.o
  CC      drivers/hwtracing/coresight/coresight-tmc-core.o
  AR      drivers/iio/imu/st_lsm6dsx/built-in.a
  AR      drivers/iio/imu/st_lsm9ds0/built-in.a
  CC      drivers/iio/imu/fxos8700_core.o
  CC      drivers/iio/imu/fxos8700_i2c.o
  CC      drivers/mux/mmio.o
  CC      drivers/hwtracing/coresight/coresight-tmc-etf.o
  CC      drivers/interconnect/core.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_device.o
  AR      drivers/tee/optee/built-in.a
  CC      drivers/tee/tee_core.o
  AR      drivers/mux/built-in.a
  CC      drivers/mxc/sim/imx_emvsim.o
  CC      drivers/mxc/hantro/hantrodec.o
  CC      drivers/hwtracing/coresight/coresight-tmc-etr.o
  CC      drivers/hwtracing/coresight/coresight-funnel.o
  AR      drivers/iio/imu/built-in.a
  CC      drivers/iio/light/isl29018.o
  CC      drivers/interconnect/bulk.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_linux.o
  AR      drivers/mxc/sim/built-in.a
  CC      drivers/tee/tee_shm.o
  CC      drivers/tee/tee_shm_pool.o
  CC      drivers/hwtracing/coresight/coresight-replicator.o
  AR      drivers/interconnect/built-in.a
  AR      drivers/iio/light/built-in.a
  CC      drivers/mxc/hantro_845/hantrodec_845s.o
  AR      drivers/iio/magnetometer/built-in.a
  AR      drivers/iio/multiplexer/built-in.a
  AR      drivers/iio/orientation/built-in.a
  AR      drivers/iio/position/built-in.a
  AR      drivers/iio/potentiometer/built-in.a
  AR      drivers/iio/potentiostat/built-in.a
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_math.o
  CC      drivers/iio/pressure/mpl3115.o
  AR      drivers/mxc/hantro/built-in.a
  CC      drivers/mxc/hantro_845_h1/hx280enc.o
  CC      drivers/hwtracing/coresight/coresight-etm4x-core.o
  CC      drivers/hwtracing/coresight/coresight-etm4x-sysfs.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_os.o
  AR      drivers/iio/proximity/built-in.a
  AR      drivers/iio/resolver/built-in.a
  CC      drivers/hwtracing/coresight/coresight-etm4x-cfg.o
  AR      drivers/tee/built-in.a
  AR      drivers/iio/temperature/built-in.a
  AR      drivers/iio/test/built-in.a
  AR      drivers/iio/trigger/built-in.a
  CC      drivers/iio/industrialio-core.o
  AR      drivers/iio/pressure/built-in.a
  CC      drivers/iio/industrialio-event.o
  AR      drivers/mxc/hantro_845_h1/built-in.a
  CC      drivers/mxc/hantro_vc8000e/hx280enc_vc8000e.o
  CC      drivers/mxc/hantro_v4l2/vsi-v4l2.o
  AR      drivers/mxc/hantro_845/built-in.a
  CC      drivers/mxc/vpu_malone/vpu_b0.o
  CC      drivers/iio/inkern.o
  CC      drivers/iio/industrialio-buffer.o
  CC      drivers/iio/industrialio-trigger.o
  AR      drivers/hwtracing/coresight/built-in.a
  CC      drivers/mxc/vpu_malone/vpu_rpc.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_debug.o
  AR      drivers/mxc/hantro_vc8000e/built-in.a
  CC      drivers/mxc/vpu_windsor/vpu_encoder_b0.o
  CC      drivers/mxc/hantro_v4l2/vsi-v4l2daemon.o
  CC      drivers/mxc/vpu_malone/insert_startcode.o
  CC      drivers/mxc/vpu_malone/vpu_debug_log.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_debugfs.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_allocator.o
  AR      drivers/iio/built-in.a
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_user_memory.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_dma.o
  CC      drivers/mxc/vpu_malone/vpu_mu.o
  CC      drivers/mxc/hantro_v4l2/vsi-v4l2-config.o
  CC      drivers/mxc/vpu_malone/vpu_pm.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_gfp.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_reserved_mem.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_driver.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/platform/freescale/gc_hal_kernel_platform_imx.o
  CC      drivers/mxc/vpu_windsor/vpu_encoder_ctrl.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/default/gc_hal_kernel_allocator_dmabuf.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_iommu.o
  AR      drivers/mxc/vpu_malone/built-in.a
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_drm.o
  CC      drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel.o
  CC      drivers/mxc/hantro_v4l2/vsi-v4l2-dec.o
  CC      drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_command.o
  CC      drivers/mxc/vpu_windsor/vpu_event_msg.o
  CC      drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_db.o
  CC      drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_event.o
  CC      drivers/mxc/vpu_windsor/vpu_encoder_mem.o
  CC      drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_heap.o
  CC      drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_mmu.o
  CC      drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_video_memory.o
  CC      drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_power.o
  CC      drivers/mxc/gpu-viv/hal/kernel/gc_hal_kernel_security_v1.o
  CC      drivers/mxc/vpu_windsor/vpu_encoder_rpc.o
  CC      drivers/mxc/gpu-viv/hal/kernel/arch/gc_hal_kernel_context.o
  CC      drivers/mxc/vpu_windsor/vpu_encoder_mu.o
  CC      drivers/mxc/gpu-viv/hal/kernel/arch/gc_hal_kernel_hardware.o
  CC      drivers/mxc/hantro_v4l2/vsi-v4l2-enc.o
  CC      drivers/mxc/vpu_windsor/vpu_encoder_pm.o
  CC      drivers/mxc/gpu-viv/hal/kernel/arch/gc_hal_kernel_hardware_func.o
  CC      drivers/mxc/gpu-viv/hal/kernel/arch/gc_hal_kernel_hardware_func_flop_reset.o
  CC      drivers/mxc/gpu-viv/hal/kernel/arch/gc_hal_kernel_hardware_async_fe.o
  CC      drivers/mxc/gpu-viv/hal/kernel/arch/gc_hal_kernel_hardware_mc_fe.o
  AR      drivers/mxc/vpu_windsor/built-in.a
  CC      drivers/mxc/gpu-viv/hal/kernel/arch/gc_hal_kernel_hardware_waitlink_fe.o
  CC      drivers/mxc/gpu-viv/hal/kernel/arch/gc_hal_kernel_recorder.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_sync.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/allocator/freescale/gc_hal_kernel_allocator_cma.o
  CC      drivers/mxc/gpu-viv/hal/os/linux/kernel/gc_hal_kernel_security_channel_emulator.o
  CC      drivers/mxc/gpu-viv/hal/security_v1/gc_hal_ta.o
  CC      drivers/mxc/gpu-viv/hal/security_v1/gc_hal_ta_hardware.o
  CC      drivers/mxc/gpu-viv/hal/security_v1/gc_hal_ta_mmu.o
  CC      drivers/mxc/gpu-viv/hal/security_v1/os/emulator/gc_hal_ta_emulator.o
  AR      drivers/mxc/hantro_v4l2/built-in.a
  AR      drivers/mxc/gpu-viv/built-in.a
  AR      drivers/mxc/built-in.a
  AR      drivers/built-in.a
  GEN     .version
  CHK     include/generated/compile.h
  LD      vmlinux.o
  MODPOST vmlinux.symvers
  MODINFO modules.builtin.modinfo
  GEN     modules.builtin
  LD      .tmp_vmlinux.kallsyms1
  KSYMS   .tmp_vmlinux.kallsyms1.S
  AS      .tmp_vmlinux.kallsyms1.S
  LD      .tmp_vmlinux.kallsyms2
  KSYMS   .tmp_vmlinux.kallsyms2.S
  AS      .tmp_vmlinux.kallsyms2.S
  LD      vmlinux
  SORTTAB vmlinux
  SYSMAP  System.map
  OBJCOPY arch/arm64/boot/Image
  GZIP    arch/arm64/boot/Image.gz
